0.60000	0.00000	61.83218
0.60100	0.00000	62.25667
0.60200	0.00000	62.66383
0.60300	0.00000	63.05430
0.60400	0.00000	63.42869
0.60500	0.00000	63.78758
0.60600	0.00000	64.13156
0.60700	0.00000	64.46119
0.60800	0.00000	64.77701
0.60900	0.00000	65.07954
0.61000	0.00000	65.36927
0.61100	0.00000	65.64669
0.61200	0.00000	65.91227
0.61300	0.00000	66.16643
0.61400	0.00000	66.40961
0.61500	0.00000	66.64220
0.61600	0.00000	66.86459
0.61700	0.00000	67.07714
0.61800	0.00000	67.28020
0.61900	0.00000	67.47410
0.62000	0.00000	67.65916
0.62100	0.00000	67.83568
0.62200	0.00000	68.00392
0.62300	0.00000	68.16417
0.62400	0.00000	68.31668
0.62500	0.00000	68.46167
0.62600	0.00000	68.59938
0.62700	0.00000	68.73002
0.62800	0.00000	68.85378
0.62900	0.00000	68.97086
0.63000	0.00000	69.08143
0.63100	0.00000	69.18565
0.63200	0.00000	69.28369
0.63300	0.00000	69.37567
0.63400	0.00000	69.46175
0.63500	0.00000	69.54205
0.63600	0.00000	69.61670
0.63700	0.00000	69.68579
0.63800	0.00000	69.74946
0.63900	0.00000	69.80780
0.64000	0.00000	69.86093
0.64100	0.00000	69.90895
0.64200	0.00000	69.95198
0.64300	0.00000	69.99014
0.64400	0.00000	70.02357
0.64500	0.00000	70.05245
0.64600	0.00000	70.07696
0.64700	0.00000	70.09737
0.64800	0.00000	70.11399
0.64900	0.00000	70.12725
0.65000	0.00000	70.13771
0.65100	0.00000	70.14613
0.65200	0.00000	70.15355
0.65300	0.00000	70.16143
0.65400	0.00000	70.17186
0.65500	0.00000	70.18780
0.65600	0.00000	70.21368
0.65700	0.00000	70.25616
0.65800	0.00000	70.32569
0.65900	0.00000	70.43939
0.66000	0.00000	70.62693
0.66100	0.00000	70.94465
0.66200	0.00000	71.51617
0.66300	0.00000	72.71057
0.66400	0.00000	75.84230
0.66500	0.00000	74.32420
0.66600	0.00000	72.28337
0.66700	0.00000	68.99379
0.66800	0.00000	63.09140
0.66900	0.00000	51.44772
0.67000	0.00000	28.47988
0.67100	0.00000	3.51070
0.67200	0.00000	18.89694
0.67300	0.00000	45.55835
0.67400	0.00000	60.06672
0.67500	0.00000	67.22223
0.67600	0.00000	71.02357
0.67700	0.00000	73.22091
0.67800	0.00000	74.58231
0.67900	0.00000	75.47219
0.68000	0.00000	76.07787
0.68100	0.00000	76.50257
0.68200	0.00000	76.80659
0.68300	0.00000	77.02690
0.68400	0.00000	77.18712
0.68500	0.00000	77.30287
0.68600	0.00000	77.38478
0.68700	0.00000	77.44027
0.68800	0.00000	77.47459
0.68900	0.00000	77.49158
0.69000	0.00000	77.49402
0.69100	0.00000	77.48398
0.69200	0.00000	77.46299
0.69300	0.00000	77.43217
0.69400	0.00000	77.39237
0.69500	0.00000	77.34416
0.69600	0.00000	77.28795
0.69700	0.00000	77.22399
0.69800	0.00000	77.15239
0.69900	0.00000	77.07315
0.70000	0.00000	76.98616
0.70100	0.00000	76.89124
0.70200	0.00000	76.78808
0.70300	0.00000	76.67631
0.70400	0.00000	76.55543
0.70500	0.00000	76.42488
0.70600	0.00000	76.28396
0.70700	0.00000	76.13186
0.70800	0.00000	75.96765
0.70900	0.00000	75.79024
0.71000	0.00000	75.59841
0.71100	0.00000	75.39073
0.71200	0.00000	75.16562
0.71300	0.00000	74.92128
0.71400	0.00000	74.65578
0.71500	0.00000	74.36708
0.71600	0.00000	74.05322
0.71700	0.00000	73.71275
0.71800	0.00000	73.34563
0.71900	0.00000	72.95528
0.72000	0.00000	72.55364
0.72100	0.00000	72.17440
0.72200	0.00000	71.91355
0.72300	0.00000	72.09173
0.72400	0.00000	74.59289
0.72500	0.00000	70.59633
0.72600	0.00000	55.95727
0.72700	0.00000	25.80111
0.72800	0.00000	2.45109
0.72900	0.00000	59.44842
0.73000	0.00000	86.47567
0.73100	0.00000	93.22050
0.73200	0.00000	94.89304
0.73300	0.00000	95.14996
0.73400	0.00000	94.96408
0.73500	0.00000	94.64016
0.73600	0.00000	94.28473
0.73700	0.00000	93.93685
0.73800	0.00000	93.61034
0.73900	0.00000	93.30904
0.74000	0.00000	93.03279
0.74100	0.00000	92.77990
0.74200	0.00000	92.54819
0.74300	0.00000	92.33545
0.74400	0.00000	92.13961
0.74500	0.00000	91.95883
