0.84000	21.29409
0.84100	21.20383
0.84200	21.08443
0.84300	20.93019
0.84400	20.73364
0.84500	20.48469
0.84600	20.16923
0.84700	19.76660
0.84800	19.24475
0.84900	18.54955
0.85000	17.57757
0.85100	16.08316
0.85200	13.06767
0.85300	10.55596
0.85400	12.92669
0.85500	14.71470
0.85600	16.16982
0.85700	17.40688
0.85800	18.48931
0.85900	19.45607
0.86000	20.33288
0.86100	21.13759
0.86200	21.88308
0.86300	22.57897
0.86400	23.23260
0.86500	23.84967
0.86600	24.43474
0.86700	24.99147
0.86800	25.52286
0.86900	26.03136
0.87000	26.51905
0.87100	26.98767
0.87200	27.43867
0.87300	27.87332
0.87400	28.29270
0.87500	28.69773
0.87600	29.08923
0.87700	29.46789
0.87800	29.83433
0.87900	30.18908
0.88000	30.53261
0.88100	30.86532
0.88200	31.18758
0.88300	31.49969
0.88400	31.80192
0.88500	32.09451
0.88600	32.37764
0.88700	32.65150
0.88800	32.91620
0.88900	33.17188
0.89000	33.41860
0.89100	33.65643
0.89200	33.88541
0.89300	34.10555
0.89400	34.31683
0.89500	34.51923
0.89600	34.71268
0.89700	34.89712
0.89800	35.07244
0.89900	35.23850
0.90000	35.39516
0.90100	35.54223
0.90200	35.67950
0.90300	35.80674
0.90400	35.92367
0.90500	36.02997
0.90600	36.12530
0.90700	36.20927
0.90800	36.28143
0.90900	36.34129
0.91000	36.38831
0.91100	36.42185
0.91200	36.44124
0.91300	36.44570
0.91400	36.43436
0.91500	36.40623
0.91600	36.36022
0.91700	36.29508
0.91800	36.20939
0.91900	36.10154
0.92000	35.96969
0.92100	35.81171
0.92200	35.62517
0.92300	35.40722
0.92400	35.15454
0.92500	34.86322
0.92600	34.52861
0.92700	34.14515
0.92800	33.70614
0.92900	33.20335
0.93000	32.62665
0.93100	31.96335
0.93200	31.19739
0.93300	30.30828
0.93400	29.26983
0.93500	28.04979
0.93600	26.61544
0.93700	24.97889
0.93800	23.64984
0.93900	50.90516
0.94000	61.32854
0.94100	65.78048
0.94200	68.45013
0.94300	70.28047
0.94400	71.63639
0.94500	72.69432
0.94600	73.55146
0.94700	74.26628
0.94800	74.87622
0.94900	75.40651
0.95000	75.87475
