1.7079E+2	4.4375E+0	-1.3625E+0	-1.0000E-3	5.0053E+4
1.7128E+2	3.8375E+0	-1.7375E+0	-1.0000E-3	5.0053E+4
1.7179E+2	4.0625E+0	-1.4250E+0	-1.0000E-3	5.0053E+4
1.7228E+2	3.6375E+0	-9.2500E-1	-1.0000E-3	5.0053E+4
1.7279E+2	3.9750E+0	-1.1750E+0	-1.0000E-3	5.0053E+4
1.7328E+2	3.7125E+0	-1.3875E+0	-1.0000E-3	5.0053E+4
1.7379E+2	3.6000E+0	-1.2000E+0	-1.0000E-3	5.0053E+4
1.7428E+2	3.4500E+0	-1.9625E+0	-1.0000E-3	5.0053E+4
1.7478E+2	3.5625E+0	-1.4750E+0	-1.0000E-3	5.0053E+4
1.7528E+2	3.2125E+0	-1.8750E+0	-1.0000E-3	5.0053E+4
1.7578E+2	4.4125E+0	-1.1125E+0	-1.0000E-3	5.0053E+4
1.7629E+2	3.6125E+0	-9.0000E-1	-1.0000E-3	5.0053E+4
1.7678E+2	3.6625E+0	-2.0500E+0	-1.0000E-3	5.0053E+4
1.7729E+2	3.5250E+0	-1.4750E+0	-1.0000E-3	5.0053E+4
1.7778E+2	3.6125E+0	-1.1625E+0	-1.0000E-3	5.0053E+4
1.7829E+2	3.6250E+0	-1.8125E+0	-1.0000E-3	5.0053E+4
1.7878E+2	5.0225E+1	-2.5625E+0	-1.0000E-3	5.0053E+4
1.7928E+2	3.6375E+0	-1.6250E+0	-1.0000E-3	5.0053E+4
1.7978E+2	3.9250E+0	-2.0625E+0	-1.0000E-3	5.0053E+4
1.8029E+2	4.0750E+0	-2.6375E+0	-1.0000E-3	5.0053E+4
1.8078E+2	3.5125E+0	-1.6000E+0	-1.0000E-3	5.0053E+4
1.8129E+2	3.4875E+0	-6.5000E-1	-1.0000E-3	5.0053E+4
1.8178E+2	3.5625E+0	-9.5000E-1	-1.0000E-3	5.0053E+4
1.8229E+2	3.6500E+0	-1.8125E+0	-1.0000E-3	5.0053E+4
1.8278E+2	3.0750E+0	-1.5875E+0	-1.0000E-3	5.0053E+4
1.8329E+2	2.3875E+0	-2.2875E+0	-1.0000E-3	5.0053E+4
