1.7079E+2	3.8750E+0	-1.1500E+0	-1.0000E-3	5.0053E+4
1.7128E+2	4.0875E+0	-1.5625E+0	-1.0000E-3	5.0053E+4
1.7179E+2	3.7625E+0	-1.4000E+0	-1.0000E-3	5.0053E+4
1.7228E+2	5.1250E+0	-1.9875E+0	-1.0000E-3	5.0053E+4
1.7279E+2	3.5625E+0	-1.9375E+0	-1.0000E-3	5.0053E+4
1.7328E+2	3.7500E+0	-1.4625E+0	-1.0000E-3	5.0053E+4
1.7379E+2	3.4625E+0	-1.4250E+0	-1.0000E-3	5.0053E+4
1.7428E+2	3.8250E+0	-1.3875E+0	-1.0000E-3	5.0053E+4
1.7478E+2	3.7625E+0	-2.0375E+0	-1.0000E-3	5.0053E+4
1.7528E+2	4.1000E+0	-1.5875E+0	-1.0000E-3	5.0053E+4
1.7578E+2	3.5000E+0	-1.2875E+0	-1.0000E-3	5.0053E+4
1.7628E+2	4.2375E+0	-1.5875E+0	-1.0000E-3	5.0053E+4
1.7679E+2	3.9375E+0	-1.3000E+0	-1.0000E-3	5.0053E+4
1.7728E+2	3.8625E+0	-1.8875E+0	-1.0000E-3	5.0053E+4
1.7779E+2	3.9750E+0	-1.0375E+0	-1.0000E-3	5.0053E+4
1.7828E+2	4.1125E+0	-4.5000E-1	-1.0000E-3	5.0053E+4
1.7879E+2	4.9638E+1	-1.7250E+0	-1.0000E-3	5.0053E+4
1.7928E+2	3.8000E+0	-1.4250E+0	-1.0000E-3	5.0053E+4
1.7978E+2	4.4000E+0	-2.0000E+0	-1.0000E-3	5.0053E+4
1.8028E+2	3.3375E+0	-1.3875E+0	-1.0000E-3	5.0053E+4
1.8079E+2	2.9250E+0	-2.3250E+0	-1.0000E-3	5.0053E+4
1.8128E+2	3.4375E+0	-1.5000E+0	-1.0000E-3	5.0053E+4
1.8179E+2	3.6375E+0	-1.3000E+0	-1.0000E-3	5.0053E+4
1.8228E+2	3.5125E+0	-2.4875E+0	-1.0000E-3	5.0053E+4
1.8279E+2	3.2375E+0	-2.1375E+0	-1.0000E-3	5.0053E+4
1.8328E+2	3.6125E+0	-1.6750E+0	-1.0000E-3	5.0053E+4
1.8378E+2	2.5500E+0	-1.0875E+0	-1.0000E-3	5.0053E+4
1.8428E+2	2.4250E+0	-2.0375E+0	-1.0000E-3	5.0053E+4
1.8478E+2	3.1500E+0	-7.6250E-1	-1.0000E-3	5.0053E+4
1.8528E+2	3.1625E+0	-1.3500E+0	-1.0000E-3	5.0053E+4
1.8578E+2	2.6625E+0	-1.4875E+0	-1.0000E-3	5.0053E+4
1.8628E+2	3.1250E+0	-6.0000E-1	-1.0000E-3	5.0053E+4
1.8679E+2	3.8500E+0	-1.0250E+0	-1.0000E-3	5.0053E+4
1.8728E+2	3.1375E+0	-1.3250E+0	-1.0000E-3	5.0053E+4
1.8779E+2	3.8375E+0	-1.5500E+0	-1.0000E-3	5.0053E+4
1.8828E+2	2.7250E+0	-7.7500E-1	-1.0000E-3	5.0053E+4
1.8878E+2	3.1500E+0	-8.5000E-1	-1.0000E-3	5.0053E+4
1.8928E+2	3.4125E+0	-1.0500E+0	-1.0000E-3	5.0053E+4
1.8978E+2	3.3875E+0	-1.2250E+0	-1.0000E-3	5.0053E+4
1.9028E+2	3.3250E+0	-6.0000E-1	-1.0000E-3	5.0053E+4
1.9078E+2	2.5375E+0	-1.6250E+0	-1.0000E-3	5.0053E+4
1.9128E+2	3.2000E+0	-2.0250E+0	-1.0000E-3	5.0053E+4
1.9179E+2	3.1250E+0	-1.6000E+0	-1.0000E-3	5.0053E+4
1.9229E+2	3.4500E+0	-1.0125E+0	-1.0000E-3	5.0053E+4
1.9278E+2	3.7000E+0	-1.1750E+0	-1.0000E-3	5.0053E+4
1.9329E+2	3.2750E+0	-9.3750E-1	-1.0000E-3	5.0053E+4
1.9378E+2	3.1500E+0	-2.3625E+0	-1.0000E-3	5.0053E+4
1.9429E+2	3.1875E+0	-1.0500E+0	-1.0000E-3	5.0053E+4
1.9478E+2	3.3000E+0	-8.8750E-1	-1.0000E-3	5.0053E+4
1.9528E+2	3.3750E+0	-1.1375E+0	-1.0000E-3	5.0053E+4
1.9579E+2	3.2125E+0	-1.7125E+0	-1.0000E-3	5.0053E+4
1.9628E+2	3.5125E+0	-9.2500E-1	-1.0000E-3	5.0053E+4
1.9679E+2	3.1375E+0	-1.4375E+0	-1.0000E-3	5.0053E+4
1.9728E+2	4.1125E+0	-1.4625E+0	-1.0000E-3	5.0053E+4
1.9779E+2	4.4000E+0	-1.6500E+0	-1.0000E-3	5.0053E+4
1.9828E+2	3.9750E+0	-1.5625E+0	-1.0000E-3	5.0053E+4
1.9878E+2	3.5375E+0	-1.4375E+0	-1.0000E-3	5.0053E+4
1.9928E+2	4.7625E+0	-1.6375E+0	-1.0000E-3	5.0053E+4
1.9978E+2	4.0875E+0	-1.7625E+0	-1.0000E-3	5.0053E+4
2.0028E+2	4.5250E+0	-9.8750E-1	-1.0000E-3	5.0053E+4
2.0078E+2	4.5625E+0	-7.2500E-1	-1.0000E-3	5.0053E+4
2.0128E+2	4.5500E+0	-1.5500E+0	-1.0000E-3	5.0053E+4
2.0179E+2	4.9750E+0	-1.6375E+0	-1.0000E-3	5.0053E+4
2.0228E+2	5.3750E+0	-8.2500E-1	-1.0000E-3	5.0053E+4
2.0279E+2	5.1125E+0	-1.3000E+0	-1.0000E-3	5.0053E+4
2.0328E+2	4.9375E+0	-1.4625E+0	-1.0000E-3	5.0053E+4
2.0378E+2	5.7000E+0	-1.7500E+0	-1.0000E-3	5.0053E+4
2.0428E+2	5.1250E+0	-1.4250E+0	-1.0000E-3	5.0053E+4
2.0478E+2	5.2125E+0	-1.3250E+0	-1.0000E-3	5.0053E+4
2.0529E+2	4.7250E+0	-1.9875E+0	-1.0000E-3	5.0053E+4
2.0578E+2	5.0375E+0	-1.8125E+0	-1.0000E-3	5.0053E+4
2.0629E+2	5.5625E+0	-1.4750E+0	-1.0000E-3	5.0053E+4
2.0678E+2	5.2000E+0	-1.8375E+0	-1.0000E-3	5.0053E+4
2.0729E+2	5.5750E+0	-1.2375E+0	-1.0000E-3	5.0053E+4
2.0778E+2	4.8000E+0	-1.7750E+0	-1.0000E-3	5.0053E+4
2.0829E+2	5.2125E+0	-9.3750E-1	-1.0000E-3	5.0053E+4
2.0878E+2	5.4875E+0	-1.3750E+0	-1.0000E-3	5.0053E+4
2.0929E+2	4.7500E+0	-1.5000E+0	-1.0000E-3	5.0053E+4
2.0978E+2	5.4375E+0	-1.5625E+0	-1.0000E-3	5.0053E+4
2.1028E+2	5.3875E+0	-1.4125E+0	-1.0000E-3	5.0053E+4
2.1078E+2	5.0750E+0	-1.7125E+0	-1.0000E-3	5.0053E+4
2.1128E+2	5.1125E+0	-1.1250E+0	-1.0000E-3	5.0053E+4
2.1179E+2	4.7875E+0	-1.2625E+0	-1.0000E-3	5.0053E+4
2.1228E+2	5.3000E+0	-2.0875E+0	-1.0000E-3	5.0053E+4
2.1279E+2	5.1375E+0	-2.1625E+0	-1.0000E-3	5.0053E+4
2.1328E+2	4.4875E+0	-1.6125E+0	-1.0000E-3	5.0053E+4
2.1378E+2	5.2125E+0	-1.8375E+0	-1.0000E-3	5.0053E+4
2.1428E+2	4.6500E+0	-1.3125E+0	-1.0000E-3	5.0053E+4
2.1478E+2	5.0375E+0	-1.3750E+0	-1.0000E-3	5.0053E+4
2.1528E+2	4.8500E+0	-1.4500E+0	-1.0000E-3	5.0053E+4
2.1578E+2	3.9250E+0	-8.6250E-1	-1.0000E-3	5.0053E+4
2.1628E+2	4.7750E+0	-9.6250E-1	-1.0000E-3	5.0053E+4
2.1679E+2	3.9875E+0	-1.0250E+0	-1.0000E-3	5.0053E+4
2.1729E+2	4.2375E+0	-1.5250E+0	-1.0000E-3	5.0053E+4
2.1778E+2	3.7250E+0	-1.4000E+0	-1.0000E-3	5.0053E+4
2.1829E+2	4.4500E+0	-1.9750E+0	-1.0000E-3	5.0053E+4
2.1878E+2	4.2000E+0	-2.2750E+0	-1.0000E-3	5.0053E+4
2.1929E+2	3.5500E+0	-1.7875E+0	-1.0000E-3	5.0053E+4
2.1978E+2	4.3875E+0	-1.4625E+0	-1.0000E-3	5.0053E+4
2.2029E+2	3.5000E+0	-1.7250E+0	-1.0000E-3	5.0053E+4
2.2078E+2	4.0000E+0	-1.3125E+0	-1.0000E-3	5.0053E+4
2.2128E+2	3.8375E+0	-1.3125E+0	-1.0000E-3	5.0053E+4
2.2179E+2	3.3125E+0	-1.0500E+0	-1.0000E-3	5.0053E+4
2.2229E+2	3.1250E+0	-1.7500E+0	-1.0000E-3	5.0053E+4
2.2278E+2	3.0250E+0	-2.0375E+0	-1.0000E-3	5.0053E+4
2.2329E+2	3.1750E+0	-2.0375E+0	-1.0000E-3	5.0053E+4
2.2378E+2	2.9750E+0	-1.8625E+0	-1.0000E-3	5.0053E+4
2.2429E+2	3.5000E+0	-7.0000E-1	-1.0000E-3	5.0053E+4
2.2478E+2	2.2375E+0	-1.6750E+0	-1.0000E-3	5.0053E+4
2.2528E+2	2.3625E+0	-1.1875E+0	-1.0000E-3	5.0053E+4
2.2578E+2	1.9250E+0	-1.1375E+0	-1.0000E-3	5.0053E+4
2.2628E+2	2.6625E+0	-2.0500E+0	-1.0000E-3	5.0053E+4
2.2679E+2	3.9125E+0	-1.9125E+0	-1.0000E-3	5.0053E+4
2.2729E+2	1.9750E+0	-1.6125E+0	-1.0000E-3	5.0053E+4
2.2779E+2	3.2000E+0	-1.3000E+0	-1.0000E-3	5.0053E+4
2.2828E+2	2.3875E+0	-1.6875E+0	-1.0000E-3	5.0053E+4
2.2878E+2	2.5875E+0	-1.4750E+0	-1.0000E-3	5.0053E+4
2.2928E+2	3.1250E+0	-7.1250E-1	-1.0000E-3	5.0053E+4
2.2978E+2	3.1375E+0	-1.7000E+0	-1.0000E-3	5.0053E+4
2.3028E+2	3.3250E+0	-1.9625E+0	-1.0000E-3	5.0053E+4
2.3079E+2	2.2625E+0	-1.8125E+0	-1.0000E-3	5.0053E+4
2.3128E+2	2.1250E+0	-1.7250E+0	-1.0000E-3	5.0053E+4
2.3179E+2	2.6125E+0	-1.9000E+0	-1.0000E-3	5.0053E+4
2.3229E+2	2.9750E+0	-1.8250E+0	-1.0000E-3	5.0053E+4
